rec,groupid,straintype,candself,nearesttype,color
613,92,1,1,,#FF8C00
614,76,1,1,,#2E8B57
615,72,1,1,,#4169E1
616,94,1,1,,#7FFF00
617,94,1,1,,#7FFF00
618,3,1,1,,#FF0000
619,3,1,1,,#FF0000
620,94,1,0,,#7FFF00
621,75,1,1,,#800000
622,3,1,1,,#FF0000
623,76,1,1,,#2E8B57
624,76,1,1,,#2E8B57
625,36,1,1,PflQ2-1672(NaN),#DDA0DD
626,36,1,1,PflQ2-1672(NaN),#DDA0DD
627,76,1,0,,#2E8B57
628,80,1,0,,#808000
629,3,1,0,,#FF0000
630,76,1,0,,#2E8B57
631,76,1,0,,#2E8B57
632,70,1,0,PP-4217(NaN),#00FA9A
633,92,1,0,,#FF8C00
634,70,1,0,PP-4217(NaN),#00FA9A
635,70,1,0,PP-4217(NaN),#00FA9A
636,70,1,0,PP-4217(NaN),#00FA9A
637,70,1,0,PP-4217(NaN),#00FA9A
638,90,1,0,,#0000CD
639,35,1,0,,#00FFFF
640,35,1,0,,#00FFFF
641,35,1,0,,#00FFFF
642,35,1,0,,#00FFFF
643,35,1,0,,#00FFFF
644,35,1,0,,#00FFFF
645,35,1,0,,#00FFFF
646,35,1,1,,#00FFFF
647,35,1,1,,#00FFFF
648,94,1,1,,#7FFF00
649,35,1,1,,#00FFFF
650,35,1,1,,#00FFFF
651,35,1,1,,#00FFFF
652,35,1,1,,#00FFFF
653,35,1,1,,#00FFFF
654,35,1,1,,#00FFFF
655,35,1,1,,#00FFFF
656,35,1,1,,#00FFFF
657,35,1,1,,#00FFFF
658,35,1,1,,#00FFFF
659,35,1,1,,#00FFFF
660,35,1,1,,#00FFFF
661,35,1,1,,#00FFFF
662,35,1,1,,#00FFFF
663,35,1,1,,#00FFFF
664,35,1,1,,#00FFFF
665,35,1,1,,#00FFFF
666,35,1,1,,#00FFFF
667,35,1,1,,#00FFFF
668,35,1,1,,#00FFFF
669,35,1,1,,#00FFFF
670,35,1,1,,#00FFFF
671,35,1,0,,#00FFFF
672,35,1,0,,#00FFFF
673,35,1,1,,#00FFFF
674,35,1,1,,#00FFFF
675,35,1,1,,#00FFFF
676,35,1,1,,#00FFFF
677,35,1,1,,#00FFFF
678,35,1,1,,#00FFFF
679,35,1,1,,#00FFFF
680,35,1,0,,#00FFFF
681,35,1,0,,#00FFFF
682,35,1,1,,#00FFFF
683,35,1,1,,#00FFFF
684,35,1,0,,#00FFFF
685,35,1,1,,#00FFFF
686,35,1,1,,#00FFFF
687,35,1,1,,#00FFFF
688,35,1,1,,#00FFFF
689,35,1,1,,#00FFFF
690,35,1,1,,#00FFFF
691,35,1,1,,#00FFFF
692,35,1,1,,#00FFFF
693,35,1,1,,#00FFFF
694,35,1,1,,#00FFFF
695,35,1,0,,#00FFFF
696,35,1,0,,#00FFFF
697,35,1,0,,#00FFFF
698,35,1,0,,#00FFFF
699,35,1,0,,#00FFFF
700,35,1,0,,#00FFFF
701,35,1,0,,#00FFFF
702,35,1,0,,#00FFFF
703,35,1,0,,#00FFFF
704,35,1,0,,#00FFFF
705,35,1,0,,#00FFFF
706,35,1,0,,#00FFFF
707,35,1,0,,#00FFFF
708,35,1,0,,#00FFFF
709,35,1,0,,#00FFFF
710,35,1,0,,#00FFFF
711,35,1,1,,#00FFFF
712,35,1,0,,#00FFFF
713,35,1,0,,#00FFFF
714,35,1,0,,#00FFFF
715,35,1,0,,#00FFFF
716,35,1,0,,#00FFFF
717,35,1,0,,#00FFFF
718,35,1,0,,#00FFFF
719,35,1,0,,#00FFFF
720,35,1,0,,#00FFFF
721,35,1,0,,#00FFFF
722,35,1,0,,#00FFFF
723,35,1,0,,#00FFFF
724,35,1,1,,#00FFFF
725,35,1,1,,#00FFFF
726,35,1,1,,#00FFFF
727,35,1,1,,#00FFFF
728,35,1,1,,#00FFFF
729,35,1,1,,#00FFFF
730,35,1,0,,#00FFFF
731,35,1,1,,#00FFFF
732,35,1,1,,#00FFFF
733,35,1,1,,#00FFFF
734,35,1,1,,#00FFFF
735,35,1,1,,#00FFFF
736,35,1,1,,#00FFFF
737,35,1,0,,#00FFFF
738,35,1,1,,#00FFFF
739,35,1,0,,#00FFFF
740,35,1,1,,#00FFFF
741,35,1,1,,#00FFFF
742,35,1,0,,#00FFFF
743,35,1,0,,#00FFFF
744,35,1,0,,#00FFFF
745,94,1,0,,#7FFF00
746,35,1,0,,#00FFFF
747,35,1,1,,#00FFFF
748,35,1,0,,#00FFFF
749,94,1,1,,#7FFF00
750,35,1,0,,#00FFFF
751,35,1,0,,#00FFFF
752,35,1,0,,#00FFFF
753,35,1,0,,#00FFFF
754,35,1,1,,#00FFFF
755,35,1,1,,#00FFFF
756,35,1,1,,#00FFFF
757,35,1,1,,#00FFFF
758,35,1,0,,#00FFFF
759,35,1,1,,#00FFFF
760,35,1,1,,#00FFFF
761,35,1,1,,#00FFFF
762,35,1,1,,#00FFFF
763,35,1,1,,#00FFFF
764,35,1,1,,#00FFFF
765,35,1,0,,#00FFFF
766,35,1,0,,#00FFFF
767,35,1,0,,#00FFFF
768,35,1,1,,#00FFFF
769,35,1,0,,#00FFFF
770,35,1,1,,#00FFFF
771,35,1,0,,#00FFFF
772,35,1,0,,#00FFFF
773,35,1,0,,#00FFFF
774,35,1,0,,#00FFFF
775,35,1,1,,#00FFFF
776,35,1,0,,#00FFFF
777,35,1,0,,#00FFFF
778,35,1,0,,#00FFFF
779,35,1,0,,#00FFFF
780,35,1,0,,#00FFFF
781,35,1,0,,#00FFFF
782,35,1,0,,#00FFFF
783,35,1,0,,#00FFFF
784,35,1,0,,#00FFFF
785,35,1,0,,#00FFFF
786,35,1,0,,#00FFFF
787,35,1,0,,#00FFFF
788,35,1,0,,#00FFFF
789,35,1,0,,#00FFFF
790,35,1,0,,#00FFFF
791,94,1,0,,#7FFF00
792,35,1,1,,#00FFFF
793,35,1,0,,#00FFFF
794,94,1,0,,#7FFF00
795,35,1,0,,#00FFFF
796,35,1,0,,#00FFFF
797,35,1,0,,#00FFFF
798,35,1,0,,#00FFFF
799,35,1,0,,#00FFFF
800,35,1,0,,#00FFFF
801,35,1,0,,#00FFFF
802,35,1,0,,#00FFFF
803,35,1,0,,#00FFFF
804,35,1,0,,#00FFFF
805,35,1,0,,#00FFFF
806,35,1,0,,#00FFFF
807,35,1,1,,#00FFFF
808,35,1,0,,#00FFFF
809,35,1,0,,#00FFFF
810,35,1,1,,#00FFFF
811,35,1,0,,#00FFFF
812,35,1,1,,#00FFFF
813,35,1,0,,#00FFFF
814,35,1,0,,#00FFFF
815,35,1,0,,#00FFFF
816,35,1,1,,#00FFFF
817,35,1,0,,#00FFFF
818,35,1,0,,#00FFFF
819,35,1,1,,#00FFFF
820,35,1,0,,#00FFFF
821,35,1,1,,#00FFFF
822,90,1,0,,#0000CD
823,36,1,0,PflQ2-1672(NaN),#DDA0DD
824,36,1,0,PflQ2-1672(NaN),#DDA0DD
825,36,1,0,PflQ2-1672(NaN),#DDA0DD
826,72,1,1,,#4169E1
827,76,1,0,,#2E8B57
828,90,1,0,,#0000CD
829,92,1,0,PputUW4-01566(NaN),#FF8C00
830,3,1,0,,#FF0000
831,91,1,0,N296-2471(1),#FF00FF
832,90,1,0,,#0000CD
833,90,1,0,,#0000CD
834,94,1,0,,#7FFF00
835,36,1,1,PflQ2-1672(NaN),#DDA0DD
836,36,1,0,PflQ2-1672(NaN),#DDA0DD
837,94,1,0,,#7FFF00
838,72,1,0,,#4169E1
839,36,1,0,PflQ2-1672(NaN),#DDA0DD
840,72,1,0,,#4169E1
841,92,1,0,PputUW4-01566(NaN),#FF8C00
842,94,1,0,,#7FFF00
843,3,1,0,,#FF0000
844,94,1,0,,#7FFF00
845,72,1,0,,#4169E1
846,90,1,0,,#0000CD
847,90,1,0,,#0000CD
848,90,1,0,,#0000CD
849,94,1,0,,#7FFF00
850,37,1,0,,#00BFFF
851,36,1,0,PflQ2-1672(NaN),#DDA0DD
852,90,1,0,,#0000CD
853,94,1,1,,#7FFF00
854,36,1,0,PflQ2-1672(NaN),#DDA0DD
855,90,1,1,,#0000CD
856,90,1,0,,#0000CD
857,92,1,1,PputUW4-01566(NaN),#FF8C00
858,92,1,0,PputUW4-01566(NaN),#FF8C00
859,36,1,0,PflQ2-1672(NaN),#DDA0DD
860,92,1,0,PputUW4-01566(NaN),#FF8C00
861,3,1,0,,#FF0000
862,94,1,0,,#7FFF00
863,35,1,0,,#00FFFF
864,35,1,0,,#00FFFF
865,70,1,0,PP-4217(NaN),#00FA9A
866,70,1,0,PP-4217(NaN),#00FA9A
867,35,1,1,,#00FFFF
868,94,1,0,,#7FFF00
869,94,1,0,,#7FFF00
870,35,1,0,,#00FFFF
871,94,1,0,PP4-37750(NaN),#7FFF00
872,36,1,0,PflQ2-1672(NaN),#DDA0DD
873,35,1,0,,#00FFFF
874,36,1,1,PflQ2-1672(NaN),#DDA0DD
875,36,1,0,PflQ2-1672(NaN),#DDA0DD
876,94,1,0,,#7FFF00
877,35,1,0,,#00FFFF
878,35,1,1,,#00FFFF
879,94,1,1,,#7FFF00
880,94,1,0,,#7FFF00
881,90,1,0,,#0000CD
882,90,1,0,,#0000CD
883,90,1,1,,#0000CD
884,90,1,0,,#0000CD
885,94,1,1,,#7FFF00
886,94,1,0,,#7FFF00
887,36,1,0,PflQ2-1672(NaN),#DDA0DD
888,36,1,0,PflQ2-1672(NaN),#DDA0DD
889,35,1,0,,#00FFFF
890,3,1,0,,#FF0000
891,3,1,1,,#FF0000
892,37,1,0,,#00BFFF
893,92,1,0,PputUW4-01566(NaN),#FF8C00
894,1,1,0,,#191970
895,37,1,0,,#00BFFF
896,94,1,0,,#7FFF00
897,94,1,0,,#7FFF00
898,3,1,0,,#FF0000
899,3,1,0,,#FF0000
900,90,1,0,,#0000CD
901,92,1,0,PputUW4-01566(NaN),#FF8C00
902,3,1,0,,#FF0000
903,3,1,0,,#FF0000
904,90,1,0,,#0000CD
905,35,1,1,,#00FFFF
906,94,1,0,,#7FFF00
907,94,1,0,,#7FFF00
908,94,1,0,,#7FFF00
909,80,1,0,,#808000
910,90,1,0,,#0000CD
911,90,1,0,,#0000CD
912,3,1,0,,#FF0000
913,35,1,0,,#00FFFF
914,35,1,0,,#00FFFF
915,35,1,0,,#00FFFF
916,35,1,0,,#00FFFF
917,35,1,1,,#00FFFF
918,35,1,0,,#00FFFF
919,35,1,0,,#00FFFF
920,35,1,0,,#00FFFF
921,35,1,0,,#00FFFF
922,35,1,0,,#00FFFF
923,35,1,0,,#00FFFF
924,35,1,0,,#00FFFF
925,35,1,1,,#00FFFF
926,35,1,0,,#00FFFF
927,35,1,0,,#00FFFF
928,35,1,0,,#00FFFF
929,35,1,0,,#00FFFF
930,35,1,0,,#00FFFF
931,35,1,0,,#00FFFF
932,35,1,0,,#00FFFF
933,35,1,0,,#00FFFF
934,35,1,0,,#00FFFF
935,35,1,0,,#00FFFF
936,35,1,0,,#00FFFF
937,35,1,1,,#00FFFF
938,2,1,0,,#FFFF54
939,35,1,0,,#00FFFF
940,35,1,0,,#00FFFF
941,35,1,1,,#00FFFF
942,35,1,0,,#00FFFF
943,35,1,0,,#00FFFF
944,35,1,0,,#00FFFF
945,35,1,0,,#00FFFF
946,35,1,0,,#00FFFF
947,35,1,0,,#00FFFF
948,35,1,0,,#00FFFF
949,35,1,1,,#00FFFF
950,35,1,0,,#00FFFF
951,35,1,0,,#00FFFF
952,35,1,0,,#00FFFF
953,2,1,0,,#FFFF54
954,35,1,0,,#00FFFF
955,35,1,0,,#00FFFF
956,35,1,0,,#00FFFF
957,35,1,0,,#00FFFF
958,35,1,0,,#00FFFF
959,35,1,0,,#00FFFF
960,35,1,0,,#00FFFF
961,35,1,1,,#00FFFF
962,35,1,0,,#00FFFF
963,35,1,1,,#00FFFF
964,35,1,0,,#00FFFF
965,35,1,1,,#00FFFF
966,35,1,0,,#00FFFF
967,35,1,1,,#00FFFF
968,35,1,0,,#00FFFF
969,35,1,1,,#00FFFF
970,35,1,0,,#00FFFF
971,35,1,1,,#00FFFF
972,35,1,0,,#00FFFF
973,35,1,0,,#00FFFF
974,35,1,1,,#00FFFF
975,35,1,1,,#00FFFF
976,35,1,0,,#00FFFF
977,35,1,0,,#00FFFF
978,35,1,1,,#00FFFF
979,35,1,1,,#00FFFF
980,36,1,0,PflQ2-1672(NaN),#DDA0DD
981,90,1,0,,#0000CD
982,35,1,1,,#00FFFF
983,35,1,1,,#00FFFF
984,35,1,0,,#00FFFF
985,35,1,0,,#00FFFF
986,35,1,0,,#00FFFF
987,3,2,0,PAM18-2643(2),#000000
988,94,2,1,,#000000
989,39,2,0,PALES-28981(3),#000000
990,80,2,0,,#000000
991,3,2,0,PAM18-2643(2),#000000
992,3,2,0,PAM18-2643(2),#000000
993,39,2,0,PALES-28981(3),#000000
994,80,2,0,,#000000
995,3,2,0,PAM18-2643(2),#000000
996,3,2,0,PAM18-2643(2),#000000
997,91,2,0,,#000000
998,39,2,0,PALES-28981(3),#000000
999,94,2,0,,#000000
1000,3,2,0,PAM18-2643(2),#000000
1001,3,2,0,PAM18-2643(2),#000000
1002,72,2,0,,#000000
1003,91,2,0,,#000000
1004,39,2,0,PALES-28981(3),#000000
1005,39,2,0,PALES-28981(3),#000000
1006,39,2,0,PALES-28981(3),#000000
1007,39,2,0,PALES-28981(3),#000000
1008,72,2,0,,#000000
1009,3,2,0,PAM18-2643(2),#000000
1010,3,2,0,PAM18-2643(2),#000000
1011,72,2,0,,#000000
1012,72,2,0,,#000000
1013,3,2,0,PAM18-2643(2),#000000
1014,3,2,1,PAM18-2643(2),#000000
1015,94,2,0,,#000000
1016,39,2,0,PALES-28981(3),#000000
1017,12,2,0,,#000000
1018,55,2,0,,#000000
1019,3,2,0,PAM18-2643(2),#000000
1020,91,2,0,,#000000
1021,3,2,0,,#000000
1022,36,2,0,,#000000
1023,35,2,0,,#000000
1024,81,2,0,,#000000
1025,9,2,0,,#000000
1026,75,2,0,,#000000
1027,3,2,1,,#000000
1028,1,2,0,,#000000
1029,90,2,1,,#000000
1030,47,2,0,,#000000
1031,36,2,0,,#000000
1032,45,2,0,,#000000
1033,92,2,0,,#000000
1034,80,2,0,,#000000
1035,3,2,0,,#000000
1036,92,2,0,,#000000
1037,45,2,0,,#000000
1038,87,2,0,,#000000
1039,80,2,0,WP-016500408(NaN),#000000
1040,5,2,0,,#000000
1041,72,2,1,,#000000
1042,90,2,0,,#000000
1043,76,2,0,,#000000
1044,87,2,0,,#000000
1045,76,2,0,,#000000
1046,87,2,0,,#000000
1047,86,2,0,,#000000
1048,87,2,0,,#000000
1049,76,2,0,,#000000
1050,90,2,0,,#000000
1051,3,2,1,,#000000
1052,2,2,0,,#000000
1053,35,2,0,,#000000
1054,2,2,0,,#000000
1055,35,2,0,,#000000
1056,94,2,0,,#000000
1057,72,2,0,,#000000
1058,1,2,0,,#000000
1059,37,2,0,,#000000
1060,91,2,0,,#000000
1061,91,2,0,,#000000
1062,91,2,0,,#000000
1063,2,2,1,,#000000
1064,90,2,0,,#000000
1065,91,2,0,,#000000
1066,72,2,0,,#000000
1067,94,2,0,,#000000
1068,91,2,1,,#000000
1069,2,2,0,,#000000
1070,90,2,0,,#000000
1071,37,2,0,,#000000
1072,1,2,0,,#000000
1073,3,2,0,,#000000
1074,13,2,0,,#000000
1075,91,2,0,,#000000
1076,94,2,0,,#000000
1077,91,2,0,PflSS101-3096(NaN),#000000
1078,2,2,0,,#000000
1079,6,2,0,,#000000
1080,37,2,0,,#000000
1081,1,2,0,,#000000
1082,72,2,0,,#000000
1083,36,2,0,,#000000
1084,72,2,0,,#000000
1085,36,2,0,,#000000
1086,4,2,0,,#000000
1087,1,2,0,,#000000
1088,94,2,0,,#000000
1089,4,2,0,,#000000
1090,94,2,0,,#000000
1091,36,2,0,PflQ2-1672(NaN),#000000
1092,94,2,0,,#000000
1093,36,2,0,PflQ2-1672(NaN),#000000
1094,4,2,0,,#000000
1095,94,2,0,,#000000
1096,94,2,0,,#000000
1097,36,2,0,PflQ2-1672(NaN),#000000
1098,94,2,0,,#000000
1099,36,2,0,PflQ2-1672(NaN),#000000
1100,94,2,0,,#000000
1101,36,2,0,PflQ2-1672(NaN),#000000
1102,3,2,0,,#000000
1103,1,2,0,,#000000
1104,4,2,0,,#000000
1105,94,2,0,,#000000
1106,36,2,0,PflQ2-1672(NaN),#000000
1107,91,2,1,,#000000
1108,3,2,0,,#000000
1109,91,2,0,,#000000
1110,70,2,1,,#000000
1111,91,2,0,,#000000
1112,2,2,0,,#000000
1113,69,2,0,,#000000
1114,80,2,0,,#000000
1115,45,2,0,,#000000
1116,45,2,0,,#000000
1117,72,2,0,,#000000
1118,3,2,0,,#000000
1119,90,2,0,,#000000
1120,36,2,1,,#000000
1121,91,2,0,,#000000
1122,84,2,0,,#000000
1123,36,2,0,,#000000
1124,91,2,0,,#000000
1125,69,2,1,,#000000
1126,90,2,0,,#000000
1127,2,2,0,,#000000
1128,84,2,1,,#000000
1129,72,2,0,,#000000
1130,3,2,0,,#000000
1131,3,2,0,,#000000
1132,2,2,0,,#000000
1133,35,2,0,,#000000
1134,2,2,0,,#000000
1135,35,2,0,,#000000
1136,34,2,0,,#000000
1137,35,2,1,,#000000
1138,28,2,0,,#000000
1139,80,2,0,,#000000
1140,24,2,0,,#000000
1141,35,2,0,,#000000
1142,67,2,1,,#000000
1143,2,2,1,,#000000
1144,1,2,1,,#000000
1145,7,2,0,,#000000
1146,91,2,0,,#000000
1147,91,2,1,PflSS101-3096(NaN),#000000
1148,2,2,0,,#000000
1149,6,2,0,,#000000
1150,91,2,1,,#000000
1151,1,2,0,,#000000
1152,1,2,0,,#000000
1153,2,2,0,,#000000
1154,91,2,0,PflSS101-3096(NaN),#000000
1155,91,2,0,,#000000
1156,91,2,0,,#000000
1157,6,2,1,,#000000
1158,94,2,0,,#000000
1159,68,2,0,PchlO6-4229(NaN),#000000
1160,94,2,0,,#000000
1161,91,2,0,PFLU2545(NaN),#000000
1162,37,2,0,,#000000
1163,91,2,0,,#000000
1164,94,2,0,,#000000
1165,1,2,0,,#000000
1166,94,2,0,,#000000
1167,36,2,0,,#000000
1168,90,2,0,,#000000
1169,3,2,1,,#000000
1170,94,2,0,,#000000
1171,68,2,0,PchlO6-4229(NaN),#000000
1172,94,2,0,,#000000
1173,68,2,0,PchlO6-4229(NaN),#000000
1174,94,2,0,,#000000
1175,68,2,1,PchlO6-4229(NaN),#000000
1176,72,2,0,,#000000
1177,90,2,0,,#000000
1178,68,2,0,PchlO6-4229(NaN),#000000
1179,37,2,0,,#000000
1180,94,2,0,,#000000
1181,3,2,1,,#000000
1182,94,2,1,,#000000
1183,91,2,0,PseBG33-2445(NaN),#000000
1184,37,2,0,,#000000
1185,3,2,0,,#000000
1186,4,2,0,,#000000
1187,1,2,0,,#000000
1188,90,2,0,,#000000
1189,94,2,0,,#000000
1190,68,2,0,PchlO6-4229(NaN),#000000
1191,94,2,0,,#000000
1192,68,2,1,PchlO6-4229(NaN),#000000
1193,94,2,0,,#000000
1194,91,2,0,,#000000
1195,37,2,1,,#000000
1196,94,2,0,,#000000
1197,68,2,0,PchlO6-4229(NaN),#000000
1198,93,2,0,,#000000
1199,2,2,1,,#000000
1200,28,2,0,,#000000
1201,35,2,0,,#000000
1202,35,2,0,,#000000
1203,72,2,1,,#000000
1204,59,2,0,,#000000
1205,80,2,0,,#000000
1206,93,2,0,,#000000
1207,18,2,0,,#000000
1208,44,2,0,,#000000
1209,85,2,1,,#000000
1210,25,2,0,,#000000
1211,48,2,0,,#000000
1212,94,2,0,,#000000
1213,55,2,0,,#000000
1214,37,2,0,,#000000
1215,24,2,0,,#000000
1216,94,2,1,,#000000
1217,48,2,0,,#000000
1218,89,2,0,,#000000
1219,85,2,0,,#000000
1220,24,2,0,,#000000
1221,93,2,0,,#000000
1222,55,2,0,,#000000
1223,55,2,1,,#000000
1224,93,2,0,,#000000
1225,85,2,0,,#000000
1226,89,2,0,,#000000
1227,94,2,0,,#000000
1228,24,2,1,,#000000
1229,89,2,0,,#000000
1230,85,2,1,,#000000
1231,55,2,0,,#000000
1232,72,2,1,,#000000
1233,93,2,0,,#000000
1234,35,2,1,,#000000
1235,2,2,0,,#000000
1236,35,2,0,,#000000
1237,2,2,0,,#000000
1238,35,2,0,,#000000
1239,2,2,0,,#000000
1240,35,2,0,,#000000
1241,2,2,0,,#000000
1242,35,2,0,,#000000
1243,2,2,0,,#000000
1244,2,2,0,,#000000
1245,35,2,0,,#000000
1246,35,2,0,,#000000
1247,2,2,0,,#000000
1248,2,2,0,,#000000
1249,35,2,0,,#000000
1250,35,2,0,,#000000
1251,2,2,0,,#000000
1252,2,2,0,,#000000
1253,35,2,0,,#000000
1254,48,2,0,,#000000
1255,35,2,1,,#000000
1256,46,2,0,,#000000
1257,45,2,0,,#000000
1258,72,2,1,,#000000
1259,52,2,0,,#000000
1260,50,2,0,,#000000
1261,86,2,1,,#000000
1262,91,2,0,,#000000
1263,92,2,0,,#000000
1264,3,2,1,,#000000
1265,80,2,0,,#000000
1266,94,2,0,,#000000
1267,90,2,1,,#000000
1268,68,2,0,,#000000
1269,2,2,0,,#000000
1270,91,2,0,,#000000
1271,2,2,0,,#000000
1272,91,2,0,,#000000
1273,67,2,0,,#000000
1274,26,2,0,,#000000
1275,69,2,0,,#000000
1276,7,2,0,,#000000
1277,3,2,1,,#000000
1278,72,2,0,,#000000
1279,86,2,0,,#000000
1280,28,2,0,,#000000
1281,46,2,0,,#000000
1282,31,2,0,,#000000
1283,35,2,0,,#000000
1284,91,2,0,PseBG33-2445(NaN),#000000
1285,1,2,0,,#000000
1286,94,2,0,,#000000
1287,3,2,1,,#000000
1288,94,2,0,,#000000
1289,1,2,0,,#000000
1290,94,2,1,,#000000
1291,1,2,0,,#000000
1292,94,2,0,,#000000
1293,36,2,0,PflQ2-1672(NaN),#000000
1294,1,2,0,,#000000
1295,94,2,0,,#000000
1296,1,2,0,,#000000
1297,90,2,0,,#000000
1298,3,2,0,,#000000
1299,94,2,0,,#000000
1300,1,2,0,,#000000
1301,94,2,0,,#000000
1302,3,2,1,,#000000
1303,94,2,0,,#000000
1304,91,2,0,PseBG33-2445(NaN),#000000
1305,1,2,1,,#000000
1306,70,2,0,,#000000
1307,81,2,0,,#000000
1308,90,2,0,,#000000
1309,91,2,0,,#000000
1310,36,2,0,,#000000
1311,45,2,0,,#000000
1312,94,2,0,,#000000
1313,72,2,0,,#000000
1314,3,2,0,,#000000
1315,69,2,0,,#000000
1316,2,2,0,,#000000
1317,91,2,1,,#000000
1318,3,2,0,,#000000
1319,91,2,0,,#000000
1320,91,2,1,,#000000
1321,94,2,0,,#000000
1322,91,2,0,,#000000
1323,90,2,0,,#000000
1324,91,2,0,,#000000
1325,68,2,0,,#000000
1326,90,2,0,,#000000
1327,94,2,0,,#000000
1328,3,2,0,,#000000
1329,81,2,0,,#000000
1330,90,2,0,,#000000
1331,94,2,0,,#000000
1332,91,2,0,,#000000
1333,91,2,0,,#000000
1334,90,2,0,,#000000
1335,94,2,0,,#000000
1336,81,2,0,,#000000
1337,69,2,0,,#000000
1338,37,2,1,,#000000
1339,1,2,0,,#000000
1340,90,2,1,,#000000
1341,94,2,0,,#000000
1342,72,2,0,,#000000
1343,91,2,0,,#000000
1344,3,2,0,,#000000
1345,1,2,0,,#000000
1346,91,2,0,PseBG33-2445(NaN),#000000
1347,3,2,0,,#000000
1348,94,2,0,,#000000
1349,90,2,0,,#000000
1350,81,2,0,,#000000
1351,94,2,0,,#000000
1352,91,2,0,,#000000
1353,90,2,0,,#000000
1354,91,2,0,,#000000
1355,94,2,1,,#000000
1356,94,2,0,,#000000
1357,36,2,0,,#000000
1358,90,2,0,,#000000
1359,3,2,0,,#000000
1360,37,2,0,,#000000
1361,91,2,0,PseBG33-2445(NaN),#000000
1362,1,2,1,,#000000
1363,28,2,0,,#000000
1364,3,2,0,,#000000
1365,94,2,0,,#000000
1366,1,2,0,,#000000
1367,3,2,1,,#000000
1368,91,2,0,PseBG33-2445(NaN),#000000
1369,37,2,0,,#000000
1370,3,2,0,,#000000
1371,94,2,0,,#000000
1372,1,2,0,,#000000
1373,91,2,0,PseBG33-2445(NaN),#000000
1374,94,2,0,,#000000
1375,72,2,0,,#000000
1376,91,2,0,PseBG33-2445(NaN),#000000
1377,94,2,1,,#000000
1378,72,2,0,,#000000
1379,36,2,0,PflQ2-1672(NaN),#000000
1380,94,2,1,,#000000
1381,94,2,0,,#000000
1382,90,2,0,,#000000
1383,4,2,0,,#000000
1384,3,2,0,,#000000
1385,94,2,0,,#000000
1386,36,2,0,PflQ2-1672(NaN),#000000
1387,94,2,0,,#000000
1388,4,2,0,,#000000
1389,92,2,0,PputUW4-01566(NaN),#000000
1390,90,2,0,,#000000
1391,94,2,0,,#000000
1392,90,2,0,,#000000
1393,69,2,0,,#000000
1394,2,2,0,,#000000
1395,45,2,0,,#000000
1396,45,2,0,,#000000
1397,45,2,0,,#000000
1398,3,2,0,,#000000
1399,81,2,0,,#000000
1400,3,2,0,,#000000
1401,94,2,0,,#000000
1402,36,2,0,,#000000
1403,3,2,0,,#000000
1404,1,2,0,,#000000
1405,37,2,0,,#000000
1406,1,2,0,,#000000
1407,2,2,1,,#000000
1408,90,2,0,,#000000
1409,91,2,0,PFLU2545(NaN),#000000
1410,1,2,0,,#000000
1411,72,2,0,,#000000
1412,36,2,0,,#000000
1413,90,2,1,,#000000
1414,1,2,0,,#000000
1415,90,2,0,,#000000
1416,36,2,1,,#000000
1417,72,2,0,,#000000
1418,94,2,0,,#000000
1419,91,2,0,,#000000
1420,94,2,0,,#000000
1421,77,2,0,,#000000
1422,90,2,1,,#000000
1423,2,2,0,,#000000
1424,91,2,0,,#000000
1425,94,2,0,,#000000
1426,1,2,1,,#000000
1427,36,2,0,,#000000
1428,90,2,0,,#000000
1429,94,2,0,,#000000
1430,92,2,1,PputUW4-01566(NaN),#000000
1431,3,2,0,,#000000
1432,91,2,0,,#000000
1433,72,2,0,,#000000
1434,94,2,0,,#000000
1435,36,2,0,,#000000
1436,91,2,0,,#000000
1437,3,2,0,,#000000
1438,91,2,0,,#000000
1439,3,2,0,,#000000
1440,72,2,1,,#000000
1441,94,2,0,,#000000
1442,45,2,1,,#000000
1443,45,2,0,,#000000
1444,36,2,0,,#000000
1445,70,2,0,,#000000
1446,90,2,0,,#000000
1447,2,2,0,,#000000
1448,36,2,0,PflQ2-1672(NaN),#000000
1449,1,2,0,,#000000
1450,1,2,0,,#000000
1451,36,2,0,PflQ2-1672(NaN),#000000
1452,90,2,1,,#000000
1453,72,2,0,,#000000
1454,2,2,0,,#000000
1455,94,2,0,,#000000
1456,90,2,0,,#000000
1457,3,2,0,,#000000
1458,91,2,0,,#000000
1459,3,2,0,,#000000
1460,94,2,0,,#000000
1461,45,2,0,,#000000
1462,45,2,0,,#000000
1463,36,2,0,,#000000
1464,81,2,0,,#000000
1465,90,2,1,,#000000
1466,2,2,0,,#000000
1467,69,2,0,,#000000
1468,1,2,0,,#000000
1469,94,2,0,,#000000
1470,3,2,0,,#000000
1471,1,2,0,,#000000
1472,90,2,0,,#000000
1473,2,2,0,,#000000
1474,91,2,0,PFLU2545(NaN),#000000
1475,94,2,0,,#000000
1476,1,2,0,,#000000
1477,91,2,0,PFLU2545(NaN),#000000
1478,94,2,0,,#000000
1479,3,2,0,,#000000
1480,94,2,0,,#000000
1481,3,2,0,,#000000
1482,91,2,0,PseBG33-2445(NaN),#000000
1483,1,2,0,,#000000
1484,3,2,0,,#000000
1485,1,2,0,,#000000
1486,94,2,0,,#000000
1487,3,2,0,,#000000
1488,58,2,0,,#000000
1489,3,2,0,,#000000
