rec,groupid,straintype,candself,nearesttype,color
1490,94,2,0,,#000000
1491,91,2,0,,#000000
1492,2,2,0,,#000000
1493,90,2,0,,#000000
1494,77,2,0,,#000000
1495,14,2,0,,#000000
1496,6,2,0,,#000000
1497,72,2,0,,#000000
1498,1,2,0,,#000000
1499,3,2,0,,#000000
1500,94,2,0,,#000000
1501,91,2,0,PflSS101-3096(NaN),#000000
1502,1,2,0,,#000000
1503,1,2,0,,#000000
1504,91,2,0,PflSS101-3096(NaN),#000000
1505,3,2,0,,#000000
1506,94,2,0,,#000000
1507,72,2,0,,#000000
1508,94,2,0,,#000000
1509,36,2,0,,#000000
1510,91,2,0,,#000000
1511,3,2,0,,#000000
1512,91,2,0,,#000000
1513,36,2,0,PflQ2-1672(NaN),#000000
1514,90,2,0,,#000000
1515,90,2,0,,#000000
1516,36,2,0,PflQ2-1672(NaN),#000000
1517,36,2,0,,#000000
1518,91,2,0,,#000000
1519,94,2,0,,#000000
1520,72,2,0,,#000000
1521,81,2,0,,#000000
1522,26,2,0,,#000000
1523,63,2,0,,#000000
1524,86,2,0,,#000000
1525,91,2,0,,#000000
1526,91,2,0,,#000000
1527,69,2,0,,#000000
1528,1,2,0,,#000000
1529,90,2,0,,#000000
1530,36,2,0,PflQ2-1672(NaN),#000000
1531,92,2,0,PputUW4-01566(NaN),#000000
1532,36,2,0,,#000000
1533,90,2,0,,#000000
1534,3,2,0,,#000000
1535,36,2,0,,#000000
1536,90,2,0,,#000000
1537,72,2,0,,#000000
1538,92,2,0,PputUW4-01566(NaN),#000000
1539,2,2,0,,#000000
1540,90,2,0,,#000000
1541,92,2,0,PputUW4-01566(NaN),#000000
1542,90,2,0,,#000000
1543,36,2,0,,#000000
1544,94,2,0,,#000000
1545,92,2,0,PputUW4-01566(NaN),#000000
1546,2,2,0,,#000000
1547,3,2,0,,#000000
1548,36,2,0,PflQ2-1672(NaN),#000000
1549,90,2,0,,#000000
1550,36,2,0,PflQ2-1672(NaN),#000000
1551,90,2,0,,#000000
1552,2,2,0,,#000000
1553,3,2,0,,#000000
1554,94,2,0,,#000000
1555,92,2,1,PputUW4-01566(NaN),#000000
1556,36,2,0,,#000000
1557,90,2,1,,#000000
1558,90,2,1,,#000000
1559,91,2,0,PFLU2545(NaN),#000000
1560,1,2,1,,#000000
1561,3,2,0,,#000000
1562,94,2,0,,#000000
1563,2,2,0,,#000000
1564,72,2,0,,#000000
1565,36,2,0,,#000000
1566,90,2,1,,#000000
1567,94,2,1,,#000000
1568,2,2,0,,#000000
1569,3,2,0,,#000000
1570,36,2,0,,#000000
1571,90,2,0,,#000000
1572,94,2,0,,#000000
1573,36,2,1,,#000000
1574,86,2,0,,#000000
1575,90,2,0,,#000000
1576,3,2,0,,#000000
1577,72,2,0,,#000000
1578,36,2,0,,#000000
1579,92,2,0,PputUW4-01566(NaN),#000000
1580,90,2,0,,#000000
1581,3,2,0,,#000000
1582,36,2,0,,#000000
1583,90,2,0,,#000000
1584,91,2,0,,#000000
1585,70,2,0,,#000000
1586,81,2,0,,#000000
1587,90,2,1,,#000000
1588,2,2,1,,#000000
1589,69,2,0,,#000000
1590,91,2,1,,#000000
1591,84,2,1,,#000000
1592,91,2,0,,#000000
1593,3,2,0,,#000000
1594,72,2,0,,#000000
1595,45,2,0,,#000000
1596,36,2,0,,#000000
1597,91,2,0,,#000000
1598,3,2,0,,#000000
1599,94,2,0,,#000000
1600,90,2,0,,#000000
1601,36,2,0,,#000000
1602,92,2,0,PputUW4-01566(NaN),#000000
1603,90,2,0,,#000000
1604,36,2,0,,#000000
1605,3,2,0,,#000000
1606,90,2,0,,#000000
1607,94,2,0,,#000000
1608,3,2,1,,#000000
1609,90,2,1,,#000000
1610,36,2,0,,#000000
1611,2,2,0,,#000000
1612,3,2,0,,#000000
1613,94,2,0,,#000000
1614,90,2,1,,#000000
1615,92,2,0,PputUW4-01566(NaN),#000000
1616,90,2,0,,#000000
1617,92,2,1,PputUW4-01566(NaN),#000000
1618,94,2,0,,#000000
1619,1,2,0,,#000000
1620,90,2,0,,#000000
1621,36,2,0,,#000000
1622,3,2,0,,#000000
1623,1,2,0,,#000000
1624,91,2,0,PseBG33-2445(NaN),#000000
1625,94,2,0,,#000000
1626,90,2,0,,#000000
1627,92,2,0,PputUW4-01566(NaN),#000000
1628,36,2,0,PflQ2-1672(NaN),#000000
1629,1,2,0,,#000000
1630,90,2,0,,#000000
1631,94,2,0,,#000000
1632,36,2,0,,#000000
1633,90,2,0,,#000000
1634,92,2,0,PputUW4-01566(NaN),#000000
1635,94,2,0,,#000000
1636,36,2,0,,#000000
1637,90,2,0,,#000000
1638,3,2,0,,#000000
1639,90,2,0,,#000000
1640,36,2,0,,#000000
1641,90,2,0,,#000000
1642,3,2,0,,#000000
1643,72,2,0,,#000000
1644,92,2,0,PputUW4-01566(NaN),#000000
1645,36,2,0,,#000000
1646,90,2,0,,#000000
1647,94,2,0,,#000000
1648,92,2,0,PputUW4-01566(NaN),#000000
1649,36,2,0,PflQ2-1672(NaN),#000000
1650,1,2,0,,#000000
1651,90,2,0,,#000000
1652,36,2,0,,#000000
1653,94,2,0,,#000000
1654,90,2,0,,#000000
1655,1,2,0,,#000000
1656,3,2,0,,#000000
1657,36,2,0,,#000000
1658,90,2,0,,#000000
1659,36,2,0,PflQ2-1672(NaN),#000000
1660,90,2,0,,#000000
1661,3,2,0,,#000000
1662,4,2,0,,#000000
1663,72,2,0,,#000000
1664,80,2,0,,#000000
1665,72,2,0,,#000000
1666,4,2,0,,#000000
1667,80,2,0,,#000000
1668,90,2,0,,#000000
1669,36,2,0,,#000000
1670,84,2,0,,#000000
1671,91,2,0,,#000000
1672,3,2,0,,#000000
1673,68,2,0,PchlO6-4229(NaN),#000000
1674,90,2,0,,#000000
1675,3,2,0,,#000000
1676,91,2,0,,#000000
1677,84,2,0,,#000000
1678,68,2,0,PchlO6-4229(NaN),#000000
1679,36,2,0,,#000000
1680,3,2,0,,#000000
1681,1,2,0,,#000000
1682,37,2,0,,#000000
1683,94,2,0,,#000000
1684,2,2,0,,#000000
1685,91,2,0,PFLU2545(NaN),#000000
1686,6,2,0,,#000000
1687,6,2,0,,#000000
1688,91,2,0,PFLU2545(NaN),#000000
1689,2,2,0,,#000000
1690,94,2,0,,#000000
1691,37,2,0,,#000000
1692,87,2,0,,#000000
1693,91,2,1,,#000000
1694,77,2,0,,#000000
1695,90,2,1,,#000000
1696,91,2,0,,#000000
1697,91,2,0,,#000000
1698,91,2,0,,#000000
1699,94,2,0,,#000000
1700,58,2,0,,#000000
1701,87,2,0,,#000000
1702,94,2,1,,#000000
1703,77,2,0,,#000000
1704,90,2,0,,#000000
1705,91,2,0,,#000000
1706,11,2,0,,#000000
1707,70,2,0,PP-4217(NaN),#000000
1708,91,2,0,,#000000
1709,87,2,0,,#000000
1710,94,2,0,,#000000
1711,91,2,0,,#000000
1712,77,2,1,,#000000
1713,58,2,1,,#000000
1714,90,2,0,,#000000
1715,91,2,1,,#000000
1716,91,2,0,,#000000
1717,70,2,0,,#000000
1718,70,2,1,PP-4217(NaN),#000000
1719,90,2,0,,#000000
1720,77,2,1,,#000000
1721,91,2,0,,#000000
1722,87,2,0,,#000000
1723,58,2,0,,#000000
1724,91,2,0,,#000000
1725,77,2,0,,#000000
1726,90,2,0,,#000000
1727,70,2,0,PP-4217(NaN),#000000
1728,87,2,0,,#000000
1729,58,2,1,,#000000
1730,91,2,0,,#000000
1731,94,2,0,,#000000
1732,3,2,0,,#000000
1733,1,2,0,,#000000
1734,36,2,1,,#000000
1735,94,2,0,,#000000
1736,90,2,0,,#000000
1737,92,2,0,,#000000
1738,47,2,1,,#000000
1739,38,2,0,,#000000
1740,90,2,0,,#000000
1741,45,2,1,,#000000
1742,47,2,0,,#000000
1743,35,2,0,,#000000
1744,57,2,0,,#000000
1745,72,2,0,,#000000
1746,16,2,0,,#000000
1747,3,2,0,,#000000
1748,37,2,0,,#000000
1749,94,2,1,,#000000
1750,76,2,0,,#000000
1751,26,2,0,,#000000
1752,15,2,0,,#000000
1753,43,2,0,,#000000
1754,76,2,0,,#000000
1755,35,2,0,,#000000
1756,94,2,0,,#000000
1757,90,2,0,,#000000
1758,92,2,0,PputUW4-01566(NaN),#000000
1759,90,2,0,,#000000
1760,92,2,0,PputUW4-01566(NaN),#000000
1761,94,2,0,,#000000
1762,1,2,0,,#000000
1763,3,2,0,,#000000
1764,90,2,0,,#000000
1765,94,2,0,,#000000
1766,36,2,0,PflQ2-1672(NaN),#000000
1767,94,2,1,,#000000
1768,36,2,0,PflQ2-1672(NaN),#000000
1769,3,2,0,,#000000
1770,94,2,0,,#000000
1771,36,2,0,PflQ2-1672(NaN),#000000
1772,3,2,0,,#000000
1773,94,2,0,,#000000
1774,36,2,0,PflQ2-1672(NaN),#000000
1775,3,2,0,,#000000
1776,1,2,1,,#000000
1777,94,2,0,,#000000
1778,90,2,0,,#000000
1779,1,2,0,,#000000
1780,90,2,0,,#000000
1781,1,2,0,,#000000
1782,90,2,0,,#000000
1783,3,2,0,,#000000
1784,1,2,0,,#000000
1785,3,2,0,,#000000
1786,90,2,0,,#000000
1787,94,2,0,,#000000
1788,1,2,0,,#000000
1789,90,2,0,,#000000
1790,1,2,0,,#000000
1791,37,2,0,,#000000
1792,1,2,0,,#000000
1793,3,2,0,,#000000
1794,91,2,0,PseBG33-2445(NaN),#000000
1795,94,2,0,,#000000
1796,1,2,0,,#000000
1797,3,2,0,,#000000
1798,91,2,0,,#000000
1799,3,2,0,,#000000
1800,69,2,0,,#000000
1801,1,2,0,,#000000
1802,90,2,0,,#000000
1803,3,2,0,,#000000
1804,92,2,0,PputUW4-01566(NaN),#000000
1805,69,2,0,,#000000
1806,78,2,0,,#000000
1807,94,2,0,,#000000
1808,1,2,0,,#000000
1809,37,2,0,,#000000
1810,72,2,0,,#000000
1811,3,2,0,,#000000
1812,94,2,0,,#000000
1813,91,2,0,PflSS101-3096(NaN),#000000
1814,1,2,0,,#000000
1815,78,2,0,,#000000
1816,1,2,1,,#000000
1817,72,2,0,,#000000
1818,69,2,1,,#000000
1819,37,2,0,,#000000
1820,94,2,1,,#000000
1821,94,2,0,,#000000
1822,36,2,0,PflQ2-1672(NaN),#000000
1823,90,2,0,,#000000
1824,94,2,0,,#000000
1825,90,2,0,,#000000
1826,90,2,1,,#000000
1827,94,2,0,,#000000
1828,90,2,0,,#000000
1829,94,2,0,,#000000
1830,90,2,0,,#000000
1831,94,2,0,,#000000
1832,91,2,0,,#000000
1833,94,2,0,,#000000
1834,91,2,0,,#000000
1835,90,2,0,,#000000
1836,91,2,0,,#000000
1837,90,2,0,,#000000
1838,94,2,0,,#000000
1839,90,2,0,,#000000
1840,91,2,0,,#000000
1841,91,2,1,,#000000
1842,94,2,0,,#000000
1843,90,2,0,,#000000
1844,91,2,0,,#000000
1845,91,2,0,,#000000
1846,90,2,0,,#000000
1847,94,2,0,,#000000
1848,94,2,0,,#000000
1849,90,2,0,,#000000
1850,91,2,0,,#000000
1851,91,2,0,,#000000
1852,94,2,0,,#000000
1853,91,2,0,,#000000
1854,90,2,0,,#000000
1855,91,2,0,,#000000
1856,90,2,0,,#000000
1857,94,2,0,,#000000
1858,91,2,0,,#000000
1859,91,2,0,,#000000
1860,1,2,0,,#000000
1861,90,2,0,,#000000
1862,72,2,0,,#000000
1863,91,2,0,PflSS101-3096(NaN),#000000
1864,2,2,0,,#000000
1865,6,2,0,,#000000
1866,37,2,0,,#000000
1867,1,2,0,,#000000
1868,91,2,0,,#000000
1869,13,2,0,,#000000
1870,94,2,0,,#000000
1871,91,2,0,,#000000
1872,94,2,0,,#000000
1873,37,2,0,,#000000
1874,78,2,0,,#000000
1875,93,2,0,,#000000
1876,2,2,0,,#000000
1877,6,2,0,,#000000
1878,91,2,0,PFLU2545(NaN),#000000
1879,37,2,0,,#000000
1880,2,2,0,,#000000
1881,1,2,1,,#000000
1882,36,2,0,,#000000
1883,90,2,0,,#000000
1884,92,2,0,PputUW4-01566(NaN),#000000
1885,90,2,1,,#000000
1886,92,2,0,PputUW4-01566(NaN),#000000
1887,36,2,0,,#000000
1888,35,2,0,,#000000
1889,66,2,0,,#000000
1890,76,2,0,,#000000
1891,1,2,0,,#000000
1892,40,2,0,,#000000
1893,45,2,0,,#000000
1894,72,2,0,,#000000
1895,1,2,0,,#000000
1896,35,2,0,,#000000
1897,38,2,0,,#000000
1898,66,2,0,,#000000
1899,94,2,0,PP4-37750(NaN),#000000
1900,66,2,0,,#000000
1901,36,2,0,,#000000
1902,94,2,0,PP4-37750(NaN),#000000
1903,42,2,0,,#000000
1904,94,2,0,PP4-37750(NaN),#000000
1905,36,2,0,,#000000
1906,66,2,0,,#000000
1907,94,2,0,,#000000
1908,1,2,0,,#000000
1909,94,2,0,,#000000
1910,1,2,0,,#000000
1911,1,2,0,,#000000
1912,94,2,0,,#000000
1913,94,2,0,,#000000
1914,1,2,0,,#000000
1915,86,2,0,,#000000
1916,45,2,0,,#000000
1917,87,2,0,,#000000
1918,35,2,0,,#000000
1919,94,2,0,PP4-37750(NaN),#000000
1920,36,2,0,,#000000
1921,92,2,0,,#000000
1922,86,2,0,,#000000
1923,35,2,0,,#000000
1924,66,2,0,,#000000
1925,72,2,0,,#000000
1926,94,2,0,PP4-37750(NaN),#000000
1927,87,2,0,,#000000
1928,47,2,0,,#000000
1929,45,2,0,,#000000
1930,86,2,0,,#000000
1931,94,2,0,PP4-37750(NaN),#000000
1932,35,2,0,,#000000
1933,87,2,0,,#000000
1934,87,2,1,,#000000
1935,35,2,0,,#000000
1936,94,2,0,PP4-37750(NaN),#000000
1937,86,2,0,,#000000
1938,2,2,0,,#000000
1939,84,2,0,,#000000
1940,84,2,0,,#000000
1941,2,2,0,,#000000
1942,2,2,0,,#000000
1943,84,2,0,,#000000
1944,70,2,0,PP-4217(NaN),#000000
1945,37,2,0,,#000000
1946,90,2,0,,#000000
1947,1,2,0,,#000000
1948,2,2,0,,#000000
1949,7,2,0,,#000000
1950,93,2,0,,#000000
1951,91,2,0,,#000000
1952,91,2,0,PseBG33-2445(NaN),#000000
1953,1,2,0,,#000000
1954,94,2,0,,#000000
1955,91,2,0,PseBG33-2445(NaN),#000000
1956,1,2,0,,#000000
1957,91,2,0,PseBG33-2445(NaN),#000000
1958,1,2,0,,#000000
1959,94,2,0,,#000000
1960,94,2,0,,#000000
1961,91,2,0,PflSS101-3096(NaN),#000000
1962,1,2,0,,#000000
1963,94,2,0,,#000000
1964,91,2,0,PseBG33-2445(NaN),#000000
1965,1,2,0,,#000000
1966,23,2,0,,#000000
1967,35,2,0,,#000000
1968,75,2,0,,#000000
1969,90,2,0,,#000000
1970,91,2,0,PFLU2545(NaN),#000000
1971,35,2,0,,#000000
1972,86,2,0,,#000000
1973,46,2,0,,#000000
1974,46,2,0,,#000000
1975,35,2,0,,#000000
1976,86,2,1,,#000000
1977,35,2,0,,#000000
1978,86,2,0,,#000000
1979,65,2,1,,#000000
1980,45,2,0,,#000000
1981,49,2,1,,#000000
1982,50,2,0,,#000000
1983,4,2,0,,#000000
1984,80,2,0,,#000000
1985,72,2,1,,#000000
1986,4,2,0,,#000000
1987,72,2,0,,#000000
1988,80,2,1,,#000000
1989,80,2,0,,#000000
1990,72,2,0,,#000000
1991,45,2,0,,#000000
1992,72,2,0,,#000000
1993,91,2,0,PseBG33-2445(NaN),#000000
1994,3,2,0,,#000000
1995,2,2,0,,#000000
1996,91,2,0,,#000000
1997,94,2,0,,#000000
1998,91,2,0,,#000000
1999,13,2,0,,#000000
2000,3,2,0,,#000000
2001,1,2,0,,#000000
2002,37,2,0,,#000000
2003,2,2,0,,#000000
2004,91,2,0,PFLU2545(NaN),#000000
2005,91,2,0,PFLU2545(NaN),#000000
2006,2,2,0,,#000000
2007,1,2,0,,#000000
2008,37,2,0,,#000000
2009,72,2,0,,#000000
2010,2,2,0,,#000000
2011,90,2,0,,#000000
2012,77,2,0,,#000000
2013,91,2,0,,#000000
2014,93,2,1,,#000000
2015,7,2,1,,#000000
2016,37,2,1,,#000000
2017,1,2,0,,#000000
2018,91,2,0,PseBG33-2445(NaN),#000000
2019,3,2,0,,#000000
2020,94,2,1,,#000000
2021,91,2,0,PFLU2545(NaN),#000000
2022,2,2,0,,#000000
2023,36,2,0,PflQ2-1672(NaN),#000000
2024,1,2,1,,#000000
2025,1,2,0,,#000000
2026,36,2,0,PflQ2-1672(NaN),#000000
2027,1,2,0,,#000000
2028,36,2,0,PflQ2-1672(NaN),#000000
2029,90,2,0,,#000000
2030,94,2,0,,#000000
2031,3,2,0,,#000000
2032,81,2,0,,#000000
2033,91,2,1,,#000000
2034,91,2,1,PFLU2545(NaN),#000000
2035,81,2,0,,#000000
2036,72,2,0,,#000000
2037,3,2,0,,#000000
2038,91,2,0,,#000000
2039,94,2,1,,#000000
2040,94,2,1,,#000000
2041,91,2,0,PFLU2545(NaN),#000000
2042,90,2,0,,#000000
2043,91,2,1,,#000000
2044,3,2,0,,#000000
2045,68,2,0,PFL-4092(NaN),#000000
2046,91,2,1,,#000000
2047,90,2,0,,#000000
2048,94,2,0,,#000000
2049,3,2,0,,#000000
2050,72,2,0,,#000000
2051,91,2,0,PFLU2545(NaN),#000000
2052,68,2,0,PFL-4092(NaN),#000000
2053,81,2,0,,#000000
2054,91,2,1,,#000000
2055,68,2,1,PFL-4092(NaN),#000000
2056,90,2,0,,#000000
2057,3,2,0,,#000000
2058,94,2,0,,#000000
2059,68,2,0,,#000000
2060,3,2,0,,#000000
2061,91,2,0,,#000000
2062,94,2,1,,#000000
2063,36,2,0,,#000000
2064,90,2,0,,#000000
2065,81,2,0,,#000000
2066,94,2,0,,#000000
2067,90,2,0,,#000000
2068,91,2,1,,#000000
2069,3,2,0,,#000000
2070,68,2,0,PFL-4092(NaN),#000000
2071,3,2,1,,#000000
2072,91,2,0,PFLU2545(NaN),#000000
2073,68,2,1,PFL-4092(NaN),#000000
2074,91,2,1,,#000000
2075,94,2,1,,#000000
2076,3,2,0,,#000000
2077,91,2,0,PFLU2545(NaN),#000000
2078,72,2,1,,#000000
2079,90,2,0,,#000000
2080,91,2,0,,#000000
2081,68,2,0,PFL-4092(NaN),#000000
2082,94,2,0,,#000000
2083,91,2,0,,#000000
2084,90,2,0,,#000000
2085,91,2,0,PFLU2545(NaN),#000000
2086,3,2,0,,#000000
2087,81,2,0,,#000000
2088,91,2,0,,#000000
2089,81,2,0,,#000000
2090,3,2,0,,#000000
2091,94,2,0,,#000000
2092,36,2,0,,#000000
2093,90,2,0,,#000000
2094,3,2,0,,#000000
2095,68,2,0,PFL-4092(NaN),#000000
2096,91,2,0,,#000000
2097,90,2,0,,#000000
2098,72,2,0,,#000000
2099,91,2,0,PFLU2545(NaN),#000000
2100,94,2,0,,#000000
2101,94,2,0,,#000000
2102,91,2,0,PFLU2545(NaN),#000000
2103,90,2,0,,#000000
2104,91,2,0,,#000000
2105,68,2,0,PFL-4092(NaN),#000000
2106,3,2,0,,#000000
2107,94,2,0,,#000000
2108,91,2,0,PFLU2545(NaN),#000000
2109,3,2,0,,#000000
2110,90,2,0,,#000000
2111,91,2,0,,#000000
2112,81,2,0,,#000000
2113,91,2,0,PFLU2545(NaN),#000000
2114,72,2,0,,#000000
2115,90,2,0,,#000000
2116,91,2,0,,#000000
2117,68,2,0,PFL-4092(NaN),#000000
2118,94,2,0,,#000000
2119,3,2,0,,#000000
2120,90,2,0,,#000000
2121,91,2,0,,#000000
2122,68,2,0,PFL-4092(NaN),#000000
2123,94,2,0,,#000000
2124,91,2,0,PFLU2545(NaN),#000000
2125,72,2,0,,#000000
2126,3,2,0,,#000000
2127,94,2,0,,#000000
2128,91,2,0,PFLU2545(NaN),#000000
2129,90,2,0,,#000000
2130,91,2,0,,#000000
2131,68,2,0,PFL-4092(NaN),#000000
2132,3,2,0,,#000000
2133,3,2,0,,#000000
2134,68,2,0,PFL-4092(NaN),#000000
2135,91,2,0,,#000000
2136,90,2,0,,#000000
2137,72,2,0,,#000000
2138,91,2,0,PFLU2545(NaN),#000000
2139,94,2,0,,#000000
2140,68,2,0,PFL-4092(NaN),#000000
2141,91,2,0,,#000000
2142,90,2,0,,#000000
2143,91,2,0,PFLU2545(NaN),#000000
2144,94,2,0,,#000000
2145,3,2,0,,#000000
2146,91,2,0,,#000000
2147,90,2,0,,#000000
2148,3,2,0,,#000000
2149,81,2,0,,#000000
2150,94,2,0,,#000000
2151,3,2,0,,#000000
2152,91,2,0,PFLU2545(NaN),#000000
2153,72,2,0,,#000000
2154,90,2,0,,#000000
2155,91,2,0,,#000000
2156,68,2,0,PFL-4092(NaN),#000000
2157,3,2,0,,#000000
2158,68,2,0,PFL-4092(NaN),#000000
2159,91,2,0,,#000000
2160,90,2,0,,#000000
2161,3,2,0,,#000000
2162,91,2,0,PFLU2545(NaN),#000000
2163,72,2,0,,#000000
2164,90,2,0,,#000000
2165,91,2,0,,#000000
2166,68,2,0,PFL-4092(NaN),#000000
2167,3,2,0,,#000000
2168,91,2,0,,#000000
2169,80,2,0,,#000000
2170,84,2,0,,#000000
2171,91,2,0,,#000000
2172,3,2,0,,#000000
2173,72,2,0,,#000000
2174,45,2,0,,#000000
2175,45,2,0,,#000000
2176,36,2,0,,#000000
2177,91,2,0,,#000000
2178,70,2,0,,#000000
2179,90,2,0,,#000000
2180,69,2,0,,#000000
2181,2,2,0,,#000000
2182,3,2,0,,#000000
2183,80,2,0,,#000000
2184,90,2,0,,#000000
2185,2,2,0,,#000000
2186,69,2,0,,#000000
2187,45,2,0,,#000000
2188,45,2,0,,#000000
2189,72,2,0,,#000000
2190,3,2,0,,#000000
2191,91,2,0,,#000000
2192,91,2,0,,#000000
2193,70,2,0,,#000000
2194,84,2,0,,#000000
2195,36,2,0,,#000000
2196,91,2,0,,#000000
2197,77,2,0,,#000000
2198,3,2,0,,#000000
2199,90,2,0,,#000000
2200,70,2,0,,#000000
2201,91,2,0,,#000000
2202,91,2,0,,#000000
2203,11,2,0,,#000000
2204,91,2,0,,#000000
2205,94,2,0,,#000000
2206,80,2,0,,#000000
2207,87,2,0,,#000000
2208,91,2,0,,#000000
2209,90,2,0,,#000000
2210,85,2,0,,#000000
2211,93,2,0,,#000000
2212,56,2,0,,#000000
2213,55,2,0,,#000000
2214,38,2,0,,#000000
2215,93,2,0,,#000000
2216,94,2,0,PP4-37750(NaN),#000000
2217,76,2,0,,#000000
2218,86,2,0,,#000000
2219,45,2,0,,#000000
2220,86,2,0,,#000000
2221,36,2,0,,#000000
2222,94,2,0,PP4-37750(NaN),#000000
2223,35,2,0,,#000000
2224,87,2,0,,#000000
2225,94,2,0,,#000000
2226,36,2,0,,#000000
2227,90,2,0,,#000000
2228,45,2,0,,#000000
2229,37,2,0,,#000000
2230,87,2,0,,#000000
2231,94,2,0,PP4-37750(NaN),#000000
2232,45,2,0,,#000000
2233,70,2,0,PP-4217(NaN),#000000
2234,87,2,0,,#000000
2235,36,2,0,,#000000
2236,94,2,0,PP4-37750(NaN),#000000
2237,90,2,0,,#000000
2238,94,2,0,,#000000
2239,36,2,0,,#000000
2240,35,2,0,,#000000
2241,45,2,0,,#000000
2242,1,2,0,,#000000
2243,26,2,0,,#000000
2244,38,2,0,,#000000
2245,94,2,0,PP4-37750(NaN),#000000
2246,57,2,0,,#000000
2247,72,2,0,,#000000
2248,66,2,0,,#000000
2249,69,2,0,,#000000
2250,36,2,0,,#000000
2251,76,2,0,14164(NaN),#000000
2252,80,2,0,WP-016500408(NaN),#000000
2253,72,2,0,,#000000
2254,90,2,0,,#000000
2255,94,2,0,,#000000
2256,76,2,0,,#000000
2257,1,2,0,,#000000
2258,4,2,0,,#000000
2259,66,2,0,,#000000
2260,69,2,0,,#000000
2261,94,2,0,,#000000
2262,90,2,0,,#000000
2263,81,2,0,,#000000
2264,80,2,0,WP-016500408(NaN),#000000
2265,66,2,0,,#000000
2266,72,2,0,,#000000
2267,3,2,0,,#000000
2268,76,2,0,14164(NaN),#000000
2269,36,2,0,,#000000
2270,76,2,0,,#000000
2271,1,2,0,,#000000
2272,4,2,0,,#000000
2273,45,2,0,,#000000
2274,37,2,0,,#000000
2275,87,2,0,,#000000
2276,94,2,0,PP4-37750(NaN),#000000
2277,87,2,0,,#000000
2278,37,2,0,,#000000
2279,58,2,0,,#000000
2280,87,2,0,,#000000
2281,86,2,0,,#000000
2282,28,2,0,,#000000
2283,35,2,0,,#000000
2284,94,2,0,,#000000
2285,38,2,0,,#000000
2286,66,2,0,,#000000
2287,55,2,0,,#000000
2288,26,2,0,,#000000
2289,35,2,0,,#000000
2290,65,2,0,,#000000
2291,48,2,0,,#000000
2292,80,2,0,,#000000
2293,5,2,0,,#000000
2294,1,2,0,,#000000
2295,8,2,0,,#000000
2296,57,2,0,,#000000
2297,72,2,0,,#000000
2298,3,2,0,,#000000
2299,45,2,0,,#000000
2300,92,2,0,,#000000
2301,45,2,0,,#000000
2302,70,2,0,PP-4217(NaN),#000000
2303,87,2,0,,#000000
2304,36,2,0,,#000000
2305,94,2,0,PP4-37750(NaN),#000000
2306,55,2,0,,#000000
2307,87,2,0,,#000000
2308,36,2,0,,#000000
2309,45,2,0,,#000000
2310,70,2,0,PP-4217(NaN),#000000
2311,86,2,0,,#000000
2312,81,2,0,,#000000
2313,72,2,0,,#000000
2314,94,2,0,,#000000
2315,91,2,0,,#000000
2316,36,2,0,,#000000
2317,78,2,0,,#000000
2318,3,2,0,,#000000
2319,94,2,0,PP4-37750(NaN),#000000
2320,36,2,0,,#000000
2321,87,2,0,,#000000
2322,70,2,0,PP-4217(NaN),#000000
2323,45,2,0,,#000000
2324,45,2,0,,#000000
2325,45,2,0,,#000000
2326,87,2,0,,#000000
2327,36,2,0,,#000000
2328,94,2,0,PP4-37750(NaN),#000000
2329,87,2,0,,#000000
2330,94,2,0,PP4-37750(NaN),#000000
2331,45,2,1,,#000000
2332,37,2,0,,#000000
2333,86,2,0,,#000000
2334,87,2,0,,#000000
2335,58,2,0,,#000000
2336,87,2,0,,#000000
2337,36,2,0,,#000000
2338,94,2,0,PP4-37750(NaN),#000000
2339,70,2,0,PP-4217(NaN),#000000
2340,45,2,0,,#000000
2341,15,2,1,,#000000
2342,91,2,0,,#000000
2343,3,2,1,,#000000
2344,3,2,0,,#000000
2345,76,2,0,,#000000
2346,94,2,0,,#000000
2347,72,2,1,,#000000
2348,92,2,0,,#000000
2349,90,2,0,,#000000
2350,86,2,0,,#000000
2351,87,2,0,,#000000
2352,58,2,0,,#000000
2353,45,2,0,,#000000
2354,87,2,1,,#000000
2355,36,2,0,,#000000
2356,70,2,0,PP-4217(NaN),#000000
2357,94,2,0,PP4-37750(NaN),#000000
2358,86,2,0,,#000000
2359,58,2,0,,#000000
2360,87,2,0,,#000000
2361,58,2,0,,#000000
2362,87,2,1,,#000000
2363,86,2,1,,#000000
2364,70,2,0,PP-4217(NaN),#000000
2365,45,2,0,,#000000
2366,94,2,0,PP4-37750(NaN),#000000
2367,36,2,0,,#000000
2368,87,2,0,,#000000
2369,87,2,0,,#000000
2370,36,2,0,,#000000
2371,70,2,0,PP-4217(NaN),#000000
2372,94,2,1,PP4-37750(NaN),#000000
2373,45,2,0,,#000000
2374,94,2,0,PP4-37750(NaN),#000000
2375,36,2,0,,#000000
2376,66,2,0,,#000000
2377,26,2,0,,#000000
2378,38,2,0,,#000000
2379,94,2,0,PP4-37750(NaN),#000000
2380,86,2,0,,#000000
2381,90,2,0,,#000000
2382,94,2,0,,#000000
2383,36,2,0,,#000000
2384,36,2,0,,#000000
2385,90,2,0,,#000000
2386,94,2,1,,#000000
2387,90,2,0,,#000000
2388,72,2,0,,#000000
2389,91,2,0,,#000000
2390,1,2,0,,#000000
